Release_Date,Category,Product,Sub_Product,Function,Sub_Function,Release_Summary,Release_Note,Slack Link,Product Video,CS Video Int,CS Video Ext,Release_Note_Link,Documentation,Assigned Resource,CS Video Added Date
12/14/2022,Utility,Secure,Falco,,,Request Service Quota Increase,"This rule detects an AWS API call to check requests to increase the quota. This call may be used by attackers as a precursor to launching spam campaigns from a compromised AWS account
Policy: Sysdig AWS Activity Logs
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
12/14/2022,Utility,Secure,Falco,,,"Delete Access Key for Root User, Delete Access Key for User","These rules detect the deletion of an access key from the root user or a regular user.  This may be an attempt by attackers to lock out legitimate access to accounts and services.
Policy: Sysdig AWS Notable Events
False Positive Change: None",Slack Link,NA,NA,NA,NA,NA,,
12/14/2022,Utility,Secure,Falco,,,Debugfs Launched on Host,"This rule detects when debugfs is launched on host.  debugfs is a file system debugger and provides a “no rules” interface by which the kernel (or kernel modules) can create debugging interfaces accessible to userland. It has had a number of security issues in the past, and the “no rules” guidelines behind the filesystem have often clashed with security constraints.  Attackers can leverage this tool to escape a container and compromise the host.
Policy: Sysdig Runtime Threat Detection
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
12/14/2022,Utility,Secure,Falco,,,Detect outbound connections to Proxy/VPN (Threat Intel),"This rule detects connections to IPs known to be Proxies or entry nodes for VPNs. The list of the IPs is updated dynamically by using ThreatQuotient. Proxies and VPNs are usually used by attackers to escape detections and avoid contacting well-known malicious IPs.
Policy: Sysdig Runtime Threat Detection
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
12/14/2022,Utility,Secure,Falco,,,Contact Task Metadata Endpoints,"This rule detects connections to the ECS Metadata Endpoint: it’s a dedicated endpoint (169.254.170.2) offered by AWS to retrieve informations related to the current Task executed in a ECS Cluster. There are 3 possible versions of this endpoint:
V2: cluster version > 1.17.0 and < 1.21.0
V3: cluster version > 1.21.0 and < 1.39.0
V4: cluster version > 1.39.0
Usage of V3 and V4 can be noisy since the metadata calls are like 169.254.170.2/v3/<container-id> or 169.254.170.2/v4/<container-id>.
Policy: Sysdig Runtime Activity Logs
False Positive Chance: TBD (edited) ",Slack Link,NA,NA,NA,NA,NA,,
12/15/2022,Component,Platform,Agent,,,12.10.0,"Feature Enhancements
Support for Secure Light Mode
A new agent mode, secure_light, has been introduced to provide you with a limited set of secure features. The features that are supported in this mode are:

Runtime Policies
Activity Audit (only executed commands)
Captures
Sysdig agent running in secure_light mode consumes fewer resources than that of running in the secure mode.

For more information, see Secure Light.

Add Agent Configuration to Prevent Container Operations
A new agent-level configuration, ignore_container_action, has been added to prevent Sysdig agent from taking potentially disruptive container operations, such as kill, pause, stop, regardless of the policy.

To enable this option, add the following to the dragent.yaml file:

security:
  ignore_container_action: true
This configuration is disabled by default.

When the configuration is enabled and a policy instructs to do a container operation, the agent ignores the policy and creates an Info log message stating that agent did not take the action because of the configuration.

See also: Manage Threat Detection Policies | Containers

Improved Scope Matching
The scope matching for runtime policies has been improved by using equivalent container labels when corresponding kubernetes labels are temporarily not available.

The following settings determine the behavior. The example shows the default values.

security:
  use-container-labels-mapping: true
  container_labels_map:
    - ""kubernetes.pod.name: container.label.io.kubernetes.pod.name""
	- ""kubernetes.namespace.name: container.label.io.kubernetes.pod.namespace""
IMDSv2 Support on AWS Deployments
A new agent-level configuration, imds_version, should be set to 2 on all the deployments that require token-based communication with the AWS metadata service (IMDSv2).

imds_version: 2
To continue using the IMDSv1 style AWS metadata requests, leave the configuration unchanged or set it to 1.

imds_version: 1
Fix Vulnerabilities
Updated the Go version used for Promscrape to 1.18.7 to resolve CVEs.
Updated Jackson library to resolve CVE-2022-42003 and CVE-2022-42004
Upgraded snakeyaml to 1.32 in sdjagent to address CVE-2022-38752
Disable Checking Memory Consumption
Disabled the agent watchdog from checking memory consumption when running in Kubernetes since Kubernetes has its own resource management. If you wish to re-enable the agent watchdog to check memory consumption when running in Kubernetes, set the following config parameter:

watchdog:
   check_memory_for_k8s: true
Report Additional Labels for Cost Advisor
Modified the default Kubernetes label filters to allow collecting additional labels to identify the instance, region, zone, and the operating system of the nodes. The additional labels help calculating cost associated with your infrastructure.

Identify Delegated Agents
Added the statsd_dragent_subproc_cointerface_delegated metric to indicate whether the agent is delegated or not.

Improved Retrieval of Container Metadata
Improved fetching container metadata when both Docker and CRI runtimes are available. This reduces problems where runtime policy events have missing container information.

Known Issue
The YAML tab in Advisor in Sysdig Monitor that displays pod structure, similar to a kubectl describe operation, might not work as expected. Clicking the YAML tab can lead to an agent restart, and as a result, a temporary loss of metrics.

As a workaround, disable it in the dragent.yaml file as follows:


k8s_command:
    enabled: false
Defect Fixes
Report all Storage Classes
The agent now reports all the storage classes instead of just one. Earlier, the agent only sent one storage class from global_kubernetes in the metrics protobuf even when multiple storage classes exist in the cluster.

Match Group Name and User Name Appropriately in Events
Events now reports group.name and user.name correctly. This was caused by an issue where root ID being resolved as NA for containers in some cases.

Container Terminal Shell No Longer Returns N/A
Implemented container password and group lookup to prevent terminal shell in container returning N/A for the user.name.

Generate Command Execution Records for ARM
Fixed an issue with the activity audit where command execution records not being generated on ARM processor systems, for top-level processes executed within a container, and with no associated TTY.

Reports Labels Correctly on Pod Redeployment
Fixed an issue with promscrape where the agent would report the old pod UID when a pod is redeployed. This led to having all the labels missing from the timeseries scraped from that pod.

Fix JMX Monitoring on Newer JRE Versions
Fixed an issue where JMX monitoring did not work correctly on newer JRE versions due to sdjagent exceptions
",Slack Link,NA,NA,NA,Release Notes,NA,,
12/15/2022,Component,Secure,CLI Scanner,,,1.3.1,includes few adjustments (fix) over the JSON format and update of some dependencies,Slack Link,NA,NA,NA,NA,NA,,
12/15/2022,Product Feature,Platform,Platform Integration,Dashboard/Data Source,,Sysdig Agent health and Internal Agents dashboards in Secure,"We are happy to announce that the Sysdig Agents page under Data Sources in the Secure UI has been updated to enhance visibility into the health of Sysdig Agents. This means that we no longer have to enable Monitor for Secure customers just to keep track of their agents.  Users can now:
Filter Agents by their Health Status, version, and environment including Account ID, Cluster, and Node.
View Total Connected Agent Count over time
We also released Internal Agents Dashboard which will be visible upon impersonating the customers as an admin. These internal dashboards help with troubleshooting agent issues.",Slack Link,NA,?,?,NA,NA,,
12/19/2022,Component,Secure,Plugins-Jenkins,,,2.2.6,"version of the embedded cli-scanner updated to the latest 1.3.1 in order to support the new risks-acceptance flow
bump version of a few dependencies",Slack Link,NA,NA,NA,,NA,,
12/19/2022,Product Feature,Secure,VM,,,The risk acceptance management screen is deployed and available in production,,Slack Link,NA,NA,NA,NA,NA,,
12/20/2022,Component,Platform,Agent,,,12.10.1,"This hotfix fixes the issues discovered in the YAML tab in Advisor in Sysdig Monitor. Clicking the YAML tab works as expected and continues to display YAML configuration for pods.
",NA,NA,NA,NA,Release Notes,NA,,
12/20/2022,Product Feature,Secure,VM,,,"VM Registry Scanner has reached the Controlled Availability, second milestone",,Slack Link,NA,NA,NA,NA,NA,,
12/20/2022,Product Feature,Secure,VM,,,Google COS support added to Host Scanning,,Slack Link,NA,NA,NA,NA,NA,,
12/22/2022,Component,Secure,SFC-AWS-TF,,,0.10.2,"ecure for cloud :aws: maintenance release while its deprecation. v.0.10.2
couple of fixes for escalation resolution + small fixes related to ignore lifecycle (alias and stackset admin role). also quite some documentation review",Slack Link,NA,NA,NA,Release Notes,NA,,
1/4/2023,Component,Platform,Terraform Provider,,,0.5.45,"ab1ca09 feat(cloud-account): add new workload identity field for gcp organizational (#235)
c1fc125 ci: fix schedule conditional (#238)
d7ae5a5 docs: add troubleshooting for terraform docs (#234)
c1807cd fix: expiration_date past date (#237)
d0b440a fix(secure-policy): Update falco rule exceptions type to match falco expectations (#233)
3f7fbe8 ci: scheduled regresion tests on sysdig backend (#232)
d7725e1 Add providers block to the doc example (#226)
1dea0a4 Fix example for policy runbook (#224)
824f0ab docs: clarify acc tests in production (#231)
596b324 Make capture attribute required for policy resource (#228)",Slack Link,NA,NA,NA,Release Notes,NA,,
1/5/2023,Component,Monitor,Prometheus Integration,,,1.6.0,"Integrations:
Fix: Fix NTP-exporter image
Fix: Dashboards files name with & in the name are failing on Windows
Feat: New Integration: Linux Host integration
Fix: Ceph metrics are being collected twice
Feat: Refresh OpenShift Alerts
Dashboards and alerts:
Fix: scope in Windows Service Overview dashboard
Fix: Change windows host panels in order to retrieve information correctly from several hosts at same time
Fix: Istio Dashboard for Control Plane is not working due to required metric
Internal tools and docs:
Fix: Remove 'Disabled by default' text from Azure and AWS-MetricStreams integrations docs
Feat: Create github action in order to build the docker for frontend
Feat: Add required Prometheus metric to troubleshooting template
Test: Create a test to check duplicate and orphan templates
Refactor: Remove unused exporterNamespaceName from Exporters Charts",Slack Link,NA,NA,NA,,NA,,
1/5/2023,Component,Platform,OnPrem,,,5.1.6,"Upgrade Process
Supported Upgrades From: 4.0.x, 5.0.x

For the full supportability matrix, see the Release Notes on Github. There you will also find important Install instructions.

Defect Fixes
Fixed a privacy setting issue that would revert the admin setting after an update to the values.yaml file.
Fixed a sidepanel interface bug that would appear under Scan Results.
Fixed an issue with the metadata service sometimes returning an empty string as a value for some metrics, causing a banner to display saying A new version of Sysdig is available.
Fixed an Anchore issue that would show vulnerabilities in packages that should not have been present.
Updated the Anchore image with latest code and security updates.
",Slack Link,NA,NA,NA,Release Notes,NA,,
1/5/2023,Product Feature,Secure,IaC,,, Support for scanning AWS resources in Terraform,"From now on, Pull Request checks in Git integrations will scan the most common AWS resources and report violations of the CIS Amazon Web Services Foundations Benchmark policy and custom policies. As more policies are added to Compliance, they will be supported by IaC scanning too!
The list of supported resource and source types is now:
Kubernetes workloads in YAML manifests
Kubernetes workloads in Kustomize
Kubernetes workloads in Helm charts
Kubernetes workloads in Terraform
AWS cloud resources in Terraform",Slack Link,NA,?,?,NA,NA,,
1/9/2023,Utility,Secure,Falco,,,SSM Send Command,"Detect commands sent to the Systems Manager (SSM) Agents running on EC2 instances.  While used for routine tasks, this can also be leveraged by attackers to execute arbitrary commands as root.
Policy: Sysdig AWS Notable Events
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
1/9/2023,Utility,Secure,Falco,,,Modify Security Group,"Detects changes to AWS Security Groups related to AWS EC2.
Policy: Sysdig AWS Activity Logs
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
1/9/2023,Utility,Secure,Falco,,,K8s Networkpolicy Created/modified,"This rule is able to detect whenever a network policy is created/modified within your cluster. It can be useful especially for auditing purposes. However, intruders can sometimes modify existing network policies in order to compromise network restrictions.
Policy: Sysdig K8s Activity Logs
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
1/9/2023,Utility,Secure,Falco,,,K8s Networkpolicy deleted,"This rule is able to detect whenever a network policy is deleted within your cluster. It can be useful for auditing purposes. However, intruders can sometimes delete existing network policies in order to compromise cluster defenses and break network restrictions.
Policy: Sysdig K8s Activity Logs
False Positive Chance: Low",Slack Link,NA,NA,NA,NA,NA,,
